Randomized_R2
-0.3119097518886027
-0.4970831700531928
-0.14447458598053786
-0.42146296566093566
-0.1605894226497706
-0.1957986334600248
-0.11008735420094129
-0.23058819589990653
-0.25939386086861727
-0.147255940968112
-0.22277297448728506
-0.2705437014810066
-0.21579033514753654
0.009006263662919678
-0.12105873148640689
-0.10837908330738433
-0.392545217208333
-0.07912017157462681
-0.17664366732746362
-0.10029454747499633
-0.2696357845294115
-0.062326906224955625
-0.12113979713050904
-0.2945941701150139
-0.1940709331196102
-0.07138054260177862
-0.13691459446873555
-0.2766547572934699
-0.470904067773003
-0.17768242144232227
-0.510835492345501
-0.14996181734480896
-0.28892651350519705
-0.2933926541422096
-0.3106750807631804
-0.258681533270102
-0.34741522621202137
-0.6359994591513236
-0.1934117879445636
-0.40602907851267456
-0.22054246267440725
-0.12094553846818057
-0.25510473336916073
-0.2562103296367182
-0.32479301048917986
-0.08272282089575733
-0.28008033505086427
-0.16303814907183645
-0.3259604366417359
-0.13777770464491734
-0.1697541379953953
0.04863159474115841
-0.4363699465497597
-0.15397205533841452
-0.1259075829827312
-0.37827081875959867
-0.4028913266394798
-0.48815431093450656
-0.2523389159365441
-0.001215233927980286
-0.29682852064150156
-0.24910078512509126
-0.2896886943053141
-0.123680269239544
-0.3224238467433693
-0.19002792237092292
-0.19551467232031183
-0.11354869926979494
-0.2164510447230621
-0.15584558388907999
-0.1499146860681444
-0.28545293699277874
-0.12872364022246985
-0.38833153152317923
-0.1784658498927627
-0.14480068571280347
-0.15311228852400438
-0.5561059311339671
-0.171443501468735
-0.2351044187683311
-0.2596909775646925
-0.2798752136123661
-0.22431717807603446
-0.2747583244322884
-0.48406382049548125
-0.13901892900405644
-0.25901398922777874
-0.5975777874560473
-0.15475087290073697
-0.37516102550005637
-0.22084519121240653
-0.21939492747431144
-0.5089807492840674
-0.3151850982004931
-0.09670288108981184
-0.10239118181038331
-0.02394074319401751
-0.1841268682814745
-0.5501228898239281
-0.28116242583749296
